"BV_RFCQ_QUICK_EDIT",114171,4
"BV_RFCQ_ORDER",114175,4
"BV_ORDER_STAGING",114177,4
"BV_RFCQ_REQUEST",114178,4
"BV_RFCQ",114179,4
"BV_MIFID_DEFAULT_INFO",114180,4
"BV_RFCQ_BUY_SIDE_SUMMARY",114280,4
"BV_RFCQ_SELL_SIDE_SUMMARY",114282,4
"BV_INVENTORY_GROUP",114292,4
"BV_INVENTORY_GROUP_MEMBER",114293,4
"BV_TRADE_SPLIT",114294,4
"BV_RFCQ_MESSAGE",114295,4
"BV_INSTRUMENT_MODALITY",114297,2
"BV_RFCQ_MANUAL_AUTO_EXECUTION",114298,4
"BV_DEAL_PMS",114300,4
"BV_CUTOFF",114301,2
"BV_LAST_DAY_RFCQ_BUY_SIDE_SUMMARY",114302,4
"BV_LAST_DAY_RFCQ_SELL_SIDE_SUMMARY",114303,4
"BV_LAST_DAY_TRADE",114304,4
"BV_INVENTORY_DEALERS",114308,2
"BV_RFCQ_SYNTHETIC_BOOK",114315,4
"BV_BUY_SIDE_INVENTORY_ORDER",114528,4
"BV_HIST_BUY_SIDE_INVENTORY_ORDER",114529,4
"BV_LAST_DAY_BUY_SIDE_INVENTORY_ORDER",114530,4
"BV_SELL_SIDE_INVENTORY_ORDER",114531,4
"BV_LAST_DAY_SELL_SIDE_INVENTORY_ORDER",114533,4
"BV_RESIDUAL_MATURITY_BENCHMARK",114534,2
"BV_IC_SECTION_ADJUSTMENT",114536,2
"BV_PRICE_ALERT",114539,4
"BV_QUOTATION_LIMIT",114540,2
"DF_BV_BUY_SIDE_INVENTORY_ORDER",114601,5
"DF_BV_SELL_SIDE_INVENTORY_ORDER",114602,5
"DF_BV_RFCQ_TRADE_SUMMARY",114603,5
"DF_BV_RFCQ_INSTRUMENT_SUMMARY",114604,5
"DF_BV_BUYBACK_PRICE",114609,5
"DF_BV_DEAL",114701,5
"DF_BV_TRADE",114705,5
"DF_BV_RFCQ_QUOTE",114712,5
"DF_BV_INVENTORY_QUOTE",114713,2
"DF_BV_RFCQ_REQUEST",114714,5
"DF_BV_RFCQ",114715,5
"DF_BV_ORDER_STAGING",114716,5
"DF_BV_RFCQ_ORDER",114717,5
"GOV_BV_OFFICIAL_PRICE_PREVIEW",114802,4
"GOV_BV_TRADE",114803,4
"BV_INVENTORY_GROUP_MEMBER_COUNT",114805,4
"GOV_BV_INSTRUMENT_GROUP",114806,4
"GOV_BV_INSTRUMENT_GROUP_DEFINITION",114807,4
"BV_SETTL_GROUP_MEMBER_PARAMS_UPDATE",114808,4
"GOV_BV_TRADE_UPDATE",114813,4
"BV_LOG_INVENTORY_GROUP",114817,4
"BV_LOG_INVENTORY_GROUP_MEMBER",114818,4
"GOV_BV_BEST_GROUP_DEFINITION",115000,4
"BV_REFERENCE_QUOTATION_FLOW",115003,4
"GOV_BV_QUOTATION_LIMIT",115004,4
"BV_BENCHMARK_INDEX_VALUE_FLOW",115005,4
"BV_CANCEL_IOI",115006,4
"BV_CURVE_FLOW",115007,4
"GOV_BV_BLOCK_MEMBER",115008,4
"GOV_BV_TRADE_FUTURE",115009,4
"GOV_BV_EUREX_ACCOUNT",115010,4
"CONF_CLASS_MARKET",140008,2
"CONF_PROFILE_RIGHTS",140009,2
"CONF_CLASS_MAPPING",140013,2
"CONF_CLASS_FIELDVALUE",140014,2
"CONF_CLASS_FILTERTYPE",140018,2
"CONF_FILTER",140029,2
